Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Henderson B (PA)",310,0,13,0,180,13.85,Cy-Fair,105,1,4,2,60,12.00,18
"
Archbishop Mitty",300,2,11,0,160,12.31,Batesville,100,1,4,1,50,10.00,18
"
Academic Magnet",345,0,12,1,230,19.17,Johns Creek C,150,0,7,0,80,11.43,19
"
Amador Valley",260,1,10,1,150,13.64,King Middle,70,0,5,2,30,6.00,18
"
Brookline",315,1,12,2,190,14.62,North Gwinnett,130,0,5,0,80,16.00,18
"
West Windsor-Plainsboro North",365,4,10,1,210,15.00,Herberger,185,2,5,1,110,15.71,21
"
Thomas Jefferson Science & Tech D (VA)",250,0,11,2,150,13.64,Orono,75,0,4,3,50,12.50,16
"
Chattahoochee B",320,3,9,1,190,15.83,Chenery Middle,145,0,8,1,70,8.75,20
"
Collierville",300,3,9,1,170,14.17,Eastside A,130,0,7,2,70,10.00,22
"
IMSA",330,4,8,6,220,18.33,Lambert,160,0,7,0,90,12.86,19
"
Baker",310,1,11,1,190,15.83,Evanston,140,1,5,3,90,15.00,18
"
Francis Parker (CA)",265,2,10,3,150,12.50,D'Iberville,100,0,5,0,50,10.00,19
"
Plano West A",360,4,8,0,220,18.33,Wilmington Charter,200,1,8,3,120,13.33,22
"
Plano West B",305,0,11,1,200,18.18,Northview (GA),145,0,7,1,80,11.43,19
"
Eden Prairie",270,0,11,0,160,14.55,Herron,125,2,4,1,60,10.00,18
"
Thomas Jefferson Science & Tech C (VA)",320,4,8,2,190,15.83,Great Valley,175,3,3,2,110,18.33,18
"
West Point",240,0,11,2,140,12.73,Wichita Scholars,100,0,6,4,60,10.00,19
"
Troy (MI)",365,5,8,0,210,16.15,East Brunswick,230,3,5,1,140,17.50,22
"
Midtown (GA)",270,2,10,2,150,12.50,Wise-Central (VA),135,0,7,1,70,10.00,19
"
Grosse Pointe North",280,1,11,1,160,13.33,University School (OH),145,1,5,4,100,16.67,19
"
Detroit Catholic Central B",310,1,10,1,200,18.18,Quince Orchard,190,1,7,1,110,13.75,19
"
St. Mark's School of Texas",320,5,8,3,180,13.85,Wilton,205,1,6,0,130,18.57,21
"
St. John's Jesuit (OH)",260,4,7,0,130,11.82,Alabama Cyber Tech,145,1,5,6,110,18.33,20
"
St. Andrew's",235,1,9,2,140,14.00,Adlai E. Stevenson B,125,1,6,2,60,8.57,19
"
Glasgow",265,1,10,0,150,13.64,Chattahoochee C,160,1,5,1,100,16.67,17
"
Homestead",305,2,10,3,190,15.83,Overland Park North Scholars,200,0,7,0,130,18.57,19
"
Savannah",210,0,10,2,120,12.00,Eastside B,110,0,6,0,50,8.33,19
"
White Station B",265,3,7,2,160,16.00,Midtown Classical (FL),175,1,7,0,90,11.25,21
"
Thomas Jefferson Science & Tech B (VA)",320,4,7,4,210,19.09,Edison,230,0,9,2,150,16.67,22
"
Cary Scholars",290,3,8,1,170,15.45,Innovation Academy C,210,2,7,0,110,12.22,21
"
Ithaca",270,3,7,1,160,16.00,Wando,190,1,6,1,120,17.14,18
"
Buchholz",340,2,10,2,220,18.33,Grand Ledge,275,5,6,0,140,12.73,24
"
Norman North",245,2,8,1,140,14.00,Vista Del Lago,180,0,9,6,120,13.33,22
"
Henderson County (KY)",235,0,11,3,140,12.73,White Station C,170,0,8,0,90,11.25,20
"
Irondale",230,2,8,2,130,13.00,Acton-Boxborough,170,0,7,0,100,14.29,17
"
University School of Nashville (TN)",285,1,11,2,170,14.17,BASIS Silicon Valley,235,1,8,2,150,16.67,21
"
Henderson A (PA)",245,2,8,1,140,14.00,Southside (AL),195,1,8,2,110,12.22,19
"
Milton",195,0,9,1,110,12.22,Pensacola,150,0,6,2,100,16.67,20
"
Deering",175,1,7,0,90,11.25,Greenwood,130,0,7,2,70,10.00,18
"
Danville",250,1,9,1,150,15.00,Mountain Lakes,205,2,6,1,120,15.00,18
"
Springfield Central (Springfield, MO)",190,1,7,1,110,13.75,Ridgefield,155,0,8,1,80,10.00,19
"
Kickapoo",265,0,11,1,160,14.55,Benet Academy,240,0,9,0,150,16.67,21
"
Saint Francis",230,1,8,1,140,15.56,James W. Robinson,205,2,6,3,130,16.25,22
"
BASIS McLean",325,5,7,4,200,16.67,Innovation Academy A,300,4,7,0,170,15.45,23
"
Lindbergh A",290,6,4,2,170,17.00,Hanover,265,1,8,0,170,18.89,19
"
Springfield (IL)",275,0,12,1,160,13.33,Downingtown STEM,255,3,6,2,160,17.78,22
"
Innovation Academy B (OT)",250,2,10,2,130,13.00,Johns Creek B,245,2,8,1,140,15.56,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
BASIS McLean",510,7,9,1,320,20.00,Grosse Pointe North,30,1,1,3,20,10.00,21
"
Buffalo Grove",545,10,7,3,340,20.00,Academic Magnet,110,0,5,0,60,12.00,24
"
Woodland",440,5,11,1,260,16.25,Ridgefield,55,0,3,1,30,10.00,22
"
West Windsor-Plainsboro North",475,6,9,3,310,20.67,Grissom,105,2,2,1,60,15.00,21
"
Alabama Cyber Tech",380,4,11,2,220,14.67,Vista Del Lago,35,2,0,3,20,10.00,22
"
Thomas Jefferson Science & Tech A (VA)",480,10,4,8,330,23.57,Saint Francis,155,1,5,0,90,15.00,24
"
Kinkaid",450,8,7,4,280,18.67,Chattahoochee A,130,3,3,5,80,13.33,22
"
Saratoga (CA)",425,4,9,1,280,21.54,Brookline,110,3,2,1,50,10.00,19
"
Troy (MI)",395,7,5,2,250,20.83,Kickapoo,100,0,5,2,60,12.00,19
"
University Lab (IL)",425,5,9,4,280,20.00,"Springfield Central (Springfield, MO)",145,3,2,0,80,16.00,24
"
Stanford Online",325,3,8,4,220,20.00,Deering,45,0,4,3,20,5.00,19
"
Thomas Jefferson Science & Tech B (VA)",380,2,11,2,250,19.23,Baker,100,2,2,2,60,15.00,18
"
Innovation Academy A",380,2,11,0,240,18.46,University School (OH),110,1,4,3,70,14.00,22
"
Francis Parker (CA)",310,3,9,3,190,15.83,Henderson B (PA),55,0,4,3,30,7.50,19
"
Rockford Auburn",380,6,7,4,240,18.46,Irondale,130,0,6,0,70,11.67,20
"
West Point",335,4,9,1,190,14.62,Thomas Jefferson Science & Tech D (VA),100,1,4,3,60,12.00,21
"
Yukon",310,3,10,5,190,14.62,Johns Creek C,80,1,3,1,40,10.00,23
"
Wilton",320,3,9,3,200,16.67,Northview (GA),100,1,4,3,60,12.00,21
"
James W. Robinson",325,2,11,1,190,14.62,Bronx Science,110,1,3,1,70,17.50,22
"
Great Valley",270,5,8,3,130,10.00,Archie,55,1,2,2,30,10.00,19
"
Wilmington Charter",320,3,9,7,220,18.33,Berwick B,115,1,5,0,50,8.33,23
"
Heights (TX)",270,1,10,1,160,14.55,Lindbergh A,75,1,3,8,70,17.50,16
"
Mountain Lakes",255,2,7,1,160,17.78,Greenhill B (TX),65,2,2,1,20,5.00,17
"
Homestead",400,8,5,0,230,17.69,Johns Creek A,215,5,2,2,130,18.57,22
"
Lightridge",315,4,6,3,210,21.00,Archbishop Mitty,135,1,6,6,90,12.86,21
"
Greenville (SC)",245,3,8,2,130,11.82,Atkins Academic & Technology,65,0,4,3,40,10.00,21
"
St. Mark's School of Texas",370,6,6,2,230,19.17,Plano West B,195,2,5,3,130,18.57,20
"
Chenery Middle",260,0,12,2,150,12.50,El Reno,85,1,2,2,60,20.00,21
"
Hanover",250,2,8,6,170,17.00,Las Cruces,75,2,3,1,20,4.00,24
"
Ithaca",280,1,10,1,170,15.45,White Station B,110,1,6,5,60,8.57,19
"
Chattahoochee C",250,1,10,1,140,12.73,Manheim Township C,80,1,3,3,50,12.50,21
"
Solon B",250,1,11,1,130,10.83,Wise-Central (VA),85,2,2,3,50,12.50,17
"
Princess Anne",315,2,9,3,210,19.09,Glasgow,155,2,6,1,70,8.75,20
"
Adlai E. Stevenson A",275,5,5,2,160,16.00,Bainbridge,115,0,5,1,70,14.00,22
"
Johns Creek B",290,2,9,4,190,17.27,Houston Academy,130,2,4,2,70,11.67,21
"
King Middle",200,2,8,0,90,9.00,Adlai E. Stevenson B,50,1,3,5,30,7.50,20
"
Detroit Catholic Central B",250,1,10,1,140,12.73,Collierville,105,2,3,3,60,12.00,21
"
Innovation Academy C",240,2,9,0,120,10.91,Pensacola,95,2,2,3,60,15.00,20
"
Lambert",225,1,9,4,140,14.00,Oak Grove,80,0,5,0,30,6.00,16
"
Grand Ledge",275,3,8,0,150,13.64,BASIS Silicon Valley,140,2,4,0,70,11.67,19
"
Belmont",340,7,5,3,200,16.67,Midtown (GA),205,2,5,1,130,18.57,19
"
White Station C",195,1,10,2,90,8.18,Eastside B,60,1,3,1,20,5.00,19
"
John P. Stevens",335,6,5,5,220,20.00,Eden Prairie,205,2,7,1,110,12.22,23
"
IMSA",335,6,4,5,230,23.00,Mississippi Math and Science,205,0,9,3,130,14.44,20
"
Ladue",370,7,5,1,220,18.33,Bellaire,250,2,6,2,170,21.25,21
"
Amador Valley",290,5,5,1,170,17.00,St. Andrew's,170,0,8,0,90,11.25,19
"
Buchholz",325,2,10,3,210,17.50,University School of Nashville (TN),210,0,9,2,130,14.44,22
"
Batesville",205,2,8,3,110,11.00,Jordan,95,0,5,3,60,12.00,19
"
St. John's (TX)",240,2,9,2,130,11.82,Innovation Academy B,130,2,5,4,70,10.00,23
"
Chattahoochee B",215,1,8,2,130,14.44,Hickory Ridge,105,1,5,2,50,8.33,18
"
Evanston",240,3,7,3,140,14.00,Edison,130,0,7,2,70,10.00,19
"
Henderson County (KY)",240,4,6,4,140,14.00,Savannah,135,0,6,1,80,13.33,20
"
Herberger",225,0,9,3,150,16.67,"International Academy East (Troy, MI)",130,2,4,0,60,10.00,20
"
Cleveland Heights (OH)",305,4,7,3,190,17.27,Springfield (IL),210,2,6,2,130,16.25,20
"
Maggie Walker Governor's School A",345,2,9,3,240,21.82,Plano West A,255,3,7,0,140,14.00,23
"
Acton-Boxborough",245,2,8,3,150,15.00,Chattahoochee D,160,1,7,1,80,10.00,20
"
East Brunswick",200,4,5,4,110,12.22,Benet Academy,120,1,5,1,60,10.00,17
"
Baton Rouge Episcopal",255,2,9,3,150,13.64,Overland Park North Scholars,180,2,5,2,110,15.71,22
"
Downingtown STEM",230,1,11,5,130,10.83,James Island,165,1,6,2,100,14.29,22
"
Quince Orchard",255,2,9,1,140,12.73,Eastside A,195,1,8,2,110,12.22,23
"
Wando",175,3,5,4,100,12.50,Midtown Classical (FL),115,0,7,1,50,7.14,18
"
Maggie Walker Governor's School B",205,1,8,2,120,13.33,Greenwood,145,1,6,2,80,11.43,19
"
Bellarmine College Prep",245,1,8,2,160,17.78,Herron,190,3,6,3,100,11.11,21
"
Orono",175,0,8,1,100,12.50,Wichita Scholars,135,3,4,2,60,8.57,19
"
North Babylon",180,1,7,3,110,13.75,Southside (AL),145,0,8,1,70,8.75,20
"
Dorman (OT)",180,2,9,2,70,10.00,North Gwinnett,145,0,8,3,80,10.00,22
"
Cary Scholars",220,2,8,4,130,13.00,Milton,190,1,8,3,110,12.22,23
"
Thomas Jefferson Science & Tech C (VA)",290,2,9,2,180,16.36,Dunbar A,265,4,4,1,170,21.25,20
"
Norman North",195,2,7,3,110,12.22,St. John's Jesuit (OH),175,0,8,1,100,12.50,23
"
Saline (OT)",200,3,7,1,90,11.25,Henderson A (PA),190,2,7,4,110,13.75,21
"
D'Iberville",135,0,8,3,70,8.75,Cy-Fair,130,0,6,2,80,13.33,20
"
Danville",180,1,8,1,90,10.00,White Station A,175,2,5,1,100,14.29,19
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Buffalo Grove",625,10,8,3,410,22.78,Cary Scholars,35,1,1,2,20,10.00,23
"
Thomas Jefferson Science & Tech A (VA)",585,8,9,5,400,23.53,Cleveland Heights (OH),140,2,3,0,80,16.00,24
"
Saratoga (CA)",525,4,11,1,360,24.00,IMSA,110,2,3,6,80,16.00,21
"
Jordan",375,1,14,2,230,15.33,Archie,5,0,1,1,0,0.00,21
"
Herberger",385,0,13,3,270,20.77,Deering,30,0,2,2,20,10.00,20
"
Troy (MI)",425,8,7,3,250,16.67,Norman North,85,0,5,1,40,8.00,21
"
Bellaire",370,1,11,3,260,21.67,King Middle,75,1,4,2,30,6.00,19
"
Baker",325,3,9,4,210,17.50,Baton Rouge Episcopal,45,0,3,5,40,13.33,19
"
Great Valley",365,2,10,1,240,20.00,Archbishop Mitty,105,0,5,7,90,18.00,21
"
Dunbar A",425,4,9,1,280,21.54,Batesville,165,0,7,3,110,15.71,21
"
Edison",365,2,11,5,250,19.23,Overland Park North Scholars,105,1,3,0,60,15.00,22
"
Wilmington Charter",355,2,10,3,240,20.00,Eden Prairie,110,0,4,2,80,20.00,20
"
Midtown (GA)",325,3,10,2,190,14.62,North Babylon,80,1,3,3,50,12.50,19
"
East Brunswick",370,6,6,2,230,19.17,St. John's Jesuit (OH),135,1,4,0,80,16.00,20
"
Hanover",350,1,13,1,210,15.00,Hickory Ridge,120,0,5,0,70,14.00,20
"
Chattahoochee A",400,4,10,2,250,17.86,Wando,180,1,6,1,110,15.71,23
"
North Gwinnett",285,1,11,0,160,13.33,Oak Grove,80,0,4,0,40,10.00,18
"
Woodland",375,3,10,2,240,18.46,Collierville,180,2,6,4,110,13.75,24
"
Kinkaid",400,5,7,3,270,22.50,Ithaca,210,0,8,4,150,18.75,22
"
BASIS Silicon Valley",280,2,8,2,180,18.00,Houston Academy,95,1,5,2,40,6.67,20
"
White Station A",320,4,8,2,190,15.83,Orono,150,0,5,0,100,20.00,18
"
Northview (GA)",270,1,9,3,180,18.00,Manheim Township C,105,1,4,0,50,10.00,20
"
Herron",245,2,8,5,160,16.00,Berwick B,90,1,4,1,40,8.00,21
"
Academic Magnet",250,2,8,2,150,15.00,Innovation Academy C,105,0,5,1,60,12.00,19
"
Belmont",370,4,8,2,240,20.00,Saline,225,2,6,3,150,18.75,21
"
Francis Parker (CA)",305,2,7,3,220,24.44,Henderson County (KY),160,1,6,5,110,15.71,19
"
Maggie Walker Governor's School A",410,7,6,1,250,19.23,John P. Stevens,270,0,9,2,190,21.11,23
"
Greenwood",190,0,9,0,100,11.11,"International Academy East (Troy, MI)",50,0,3,0,20,6.67,17
"
University School (OH)",245,1,10,2,140,12.73,Chattahoochee D,105,0,6,1,50,8.33,22
"
Heights (TX)",315,3,8,2,200,18.18,Chattahoochee B,175,2,5,1,100,14.29,20
"
Stanford Online",325,0,11,1,220,20.00,West Windsor-Plainsboro North,200,4,4,6,130,16.25,20
"
BASIS McLean",370,6,6,4,240,20.00,Rockford Auburn,245,4,5,1,140,15.56,23
"
D'Iberville",260,1,11,3,150,12.50,Savannah,135,0,6,3,90,15.00,22
"
University Lab (IL)",345,5,7,4,220,18.33,Detroit Catholic Central B,225,1,8,0,130,14.44,23
"
Springfield (IL)",305,0,12,3,200,16.67,James W. Robinson,185,1,6,0,110,15.71,21
"
James Island",280,3,7,3,180,18.00,Bronx Science,165,1,6,2,100,14.29,22
"
Brookline",265,4,5,1,160,17.78,Lambert,160,1,6,5,110,15.71,20
"
Pensacola",225,1,8,0,130,14.44,Johns Creek C,125,0,7,3,70,10.00,20
"
Wise-Central (VA)",255,3,8,2,140,12.73,Southside (AL),155,1,6,2,90,12.86,21
"
Thomas Jefferson Science & Tech C (VA)",275,3,7,2,170,17.00,Lightridge,180,2,5,2,110,15.71,17
"
Midtown Classical (FL)",140,1,8,3,60,6.67,Bainbridge,45,0,3,1,20,6.67,18
"
Mississippi Math and Science",240,3,6,3,150,16.67,Dorman,145,2,5,1,70,10.00,18
"
Kickapoo",250,0,11,0,140,12.73,Alabama Cyber Tech,160,1,6,5,110,15.71,18
"
Danville",260,0,11,2,160,14.55,West Point,170,2,4,2,110,18.33,18
"
Buchholz",270,5,6,5,160,14.55,St. John's (TX),185,1,5,2,130,21.67,21
"
Ladue",370,3,8,3,260,23.64,Amador Valley,285,2,8,3,190,19.00,21
"
Bellarmine College Prep",330,3,7,1,220,22.00,Plano West A,250,2,8,2,150,15.00,23
"
Irondale",285,4,7,1,160,14.55,Innovation Academy A,205,3,4,2,130,18.57,19
"
Grosse Pointe North",290,2,8,2,190,19.00,Acton-Boxborough,210,3,5,1,120,15.00,19
"
Maggie Walker Governor's School B",250,1,8,1,160,17.78,Grissom,185,1,6,2,120,17.14,21
"
Yukon",225,2,8,3,130,13.00,Milton,160,0,7,2,100,14.29,20
"
Benet Academy",255,3,7,2,150,15.00,Vista Del Lago,190,2,8,2,90,9.00,24
"
Thomas Jefferson Science & Tech D (VA)",275,3,8,4,170,15.45,Mountain Lakes,210,2,5,2,140,20.00,19
"
Lindbergh A",270,4,6,4,170,17.00,Chenery Middle,205,2,6,1,120,15.00,20
"
El Reno",190,1,9,1,90,9.00,Las Cruces,125,1,4,0,70,14.00,22
"
Quince Orchard",270,0,12,4,170,14.17,"Springfield Central (Springfield, MO)",210,3,4,1,130,18.57,24
"
White Station B",230,2,9,2,120,10.91,Adlai E. Stevenson A,170,0,8,6,120,15.00,23
"
Downingtown STEM",280,2,8,4,190,19.00,Saint Francis,220,2,6,2,140,17.50,21
"
Henderson A (PA)",230,2,7,2,140,15.56,Solon B,170,2,6,2,90,11.25,19
"
Johns Creek A",300,4,6,4,200,20.00,Evanston,240,2,6,2,160,20.00,21
"
Atkins Academic & Technology",155,2,5,3,90,12.86,Adlai E. Stevenson B,100,0,6,0,40,6.67,19
"
Plano West B",180,1,6,1,110,15.71,Chattahoochee C,130,1,6,1,60,8.57,17
"
Innovation Academy B",235,3,7,4,140,14.00,Grand Ledge,185,1,8,6,120,13.33,22
"
Wichita Scholars",215,3,6,0,110,12.22,Greenhill B (TX),165,1,6,2,100,14.29,20
"
Wilton",300,0,11,2,200,18.18,Glasgow,255,3,6,2,160,17.78,22
"
St. Andrew's",200,2,5,4,140,20.00,Greenville (SC),160,3,5,5,90,11.25,21
"
Cy-Fair",190,1,8,3,110,12.22,Eastside B,155,0,7,1,90,12.86,21
"
University School of Nashville (TN)",240,2,7,0,140,15.56,Johns Creek B,210,3,6,3,120,13.33,20
"
St. Mark's School of Texas",300,5,5,5,200,20.00,Princess Anne,275,2,8,1,170,17.00,21
"
Eastside A",180,0,9,4,110,12.22,Ridgefield,155,1,6,0,80,11.43,21
"
Homestead",325,4,6,3,220,22.00,Thomas Jefferson Science & Tech B (VA),300,7,3,3,180,18.00,22
"
Henderson B (PA)",160,0,7,2,100,14.29,White Station C,155,1,8,2,70,7.78,18
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Innovation Academy A",415,1,14,2,270,18.00,White Station C,30,0,2,2,20,10.00,20
"
BASIS McLean",415,3,10,4,290,22.31,Francis Parker (CA),100,0,5,2,60,12.00,20
"
IMSA",395,6,8,3,240,17.14,Thomas Jefferson Science & Tech D (VA),80,0,4,2,50,12.50,19
"
Midtown (GA)",395,5,9,2,240,17.14,Amador Valley,105,0,4,3,80,20.00,21
"
Thomas Jefferson Science & Tech A (VA)",445,7,7,6,300,21.43,Buchholz,160,0,6,2,110,18.33,22
"
Bellarmine College Prep",425,4,9,1,280,21.54,Detroit Catholic Central B,170,2,6,2,90,11.25,22
"
Saratoga (CA)",390,1,11,3,280,23.33,Danville,140,2,4,2,80,13.33,19
"
Great Valley",340,8,4,4,200,16.67,Cary Scholars,100,0,4,2,70,17.50,21
"
John P. Stevens",355,4,8,5,240,20.00,Quince Orchard,120,1,5,1,60,10.00,23
"
Homestead",385,6,6,3,250,20.83,Heights (TX),155,1,5,0,90,15.00,20
"
Maggie Walker Governor's School A",435,5,8,2,290,22.31,University Lab (IL),220,5,2,3,140,20.00,21
"
Batesville",290,3,10,3,160,12.31,Pensacola,75,1,3,0,30,7.50,20
"
Princess Anne",320,3,9,3,200,16.67,Kickapoo,105,0,6,1,50,8.33,19
"
Rockford Auburn",400,7,6,5,260,20.00,Henderson B (PA),185,2,4,1,120,20.00,22
"
Evanston",305,3,9,2,180,15.00,Hickory Ridge,90,1,4,1,40,8.00,18
"
Johns Creek A",340,2,10,4,230,19.17,Chattahoochee B,140,0,6,2,90,15.00,18
"
Overland Park North Scholars",235,2,9,3,130,11.82,Las Cruces,40,0,3,2,20,6.67,21
"
Brookline",285,1,11,2,170,14.17,White Station A,95,1,3,2,60,15.00,17
"
Chenery Middle",315,2,10,1,190,15.83,Edison,130,3,5,7,70,8.75,22
"
Plano West A",310,1,10,1,200,18.18,"Springfield Central (Springfield, MO)",130,0,7,0,60,8.57,19
"
Lambert",265,2,9,3,160,14.55,Wichita Scholars,85,0,4,1,50,12.50,17
"
Johns Creek B",310,1,11,5,210,17.50,James Island,135,1,4,0,80,16.00,20
"
Downingtown STEM",310,2,12,2,170,12.14,University School of Nashville (TN),140,2,4,2,80,13.33,20
"
Bronx Science",220,4,6,2,110,11.00,Houston Academy,55,0,3,1,30,10.00,22
"
Grosse Pointe North",235,4,7,3,120,10.91,D'Iberville,85,1,4,4,50,10.00,20
"
Acton-Boxborough",250,2,8,2,150,15.00,Cy-Fair,100,1,4,1,50,10.00,22
"
Thomas Jefferson Science & Tech B (VA)",350,5,6,3,230,20.91,Hanover,200,2,6,0,110,13.75,19
"
Buffalo Grove",425,9,3,2,270,22.50,Thomas Jefferson Science & Tech C (VA),280,5,5,3,170,17.00,24
"
Troy (MI)",355,6,6,3,220,18.33,St. Mark's School of Texas,215,2,7,3,130,14.44,24
"
St. John's (TX)",335,1,11,2,220,18.33,Springfield (IL),200,2,6,2,120,15.00,22
"
Henderson A (PA)",245,1,10,2,140,12.73,St. Andrew's,110,0,6,6,80,13.33,21
"
Mississippi Math and Science",265,5,7,4,140,11.67,West Point,130,1,6,3,70,10.00,22
"
Ridgefield",185,0,10,1,90,9.00,Berwick B,55,1,2,2,30,10.00,21
"
Southside (AL)",175,1,7,4,110,13.75,Adlai E. Stevenson B,45,0,3,3,30,10.00,23
"
Grand Ledge",265,4,7,1,140,12.73,James W. Robinson,140,1,4,1,90,18.00,21
"
Dunbar A",295,3,8,2,180,16.36,Academic Magnet,175,1,6,2,110,15.71,19
"
Johns Creek C",180,0,9,2,100,11.11,Archie,60,1,3,1,20,5.00,19
"
Wando",280,2,9,6,190,17.27,Grissom,165,0,7,1,100,14.29,24
"
Eden Prairie",240,1,9,1,140,14.00,Eastside A,130,0,7,4,80,11.43,18
"
International Academy East (Troy, MI)",150,1,8,3,70,7.78,Bainbridge,45,0,3,1,20,6.67,22
"
Saint Francis",280,1,10,1,170,15.45,BASIS Silicon Valley,180,1,6,1,110,15.71,20
"
West Windsor-Plainsboro North",340,4,8,4,220,18.33,Chattahoochee A,245,2,7,3,160,17.78,24
"
Midtown Classical (FL)",180,1,8,3,100,11.11,Deering,85,0,5,1,40,8.00,20
"
Baker",285,3,7,2,180,18.00,Lindbergh A,190,3,5,3,110,13.75,18
"
Chattahoochee D",165,2,6,3,90,11.25,Eastside B,75,0,5,1,30,6.00,24
"
Archbishop Mitty",210,1,7,1,130,16.25,Milton,125,1,5,0,60,10.00,18
"
Glasgow",245,2,8,1,140,14.00,Benet Academy,160,2,5,2,90,12.86,20
"
Plano West B",205,2,8,3,110,11.00,Norman North,125,2,3,1,70,14.00,19
"
Ithaca",285,1,9,2,190,19.00,Maggie Walker Governor's School B,205,1,7,0,120,15.00,19
"
Alabama Cyber Tech",260,4,6,4,160,16.00,Chattahoochee C,180,2,5,2,110,15.71,23
"
Ladue",300,2,9,2,190,17.27,Belmont,235,4,4,5,160,20.00,19
"
Oak Grove",160,0,8,0,80,10.00,Greenhill B (TX),100,1,4,1,50,10.00,20
"
Stanford Online",380,3,10,1,240,18.46,Kinkaid,335,5,6,4,220,20.00,24
"
Innovation Academy B",225,1,10,4,130,11.82,Cleveland Heights (OH),180,2,6,2,100,12.50,23
"
Greenville (SC)",130,2,5,4,70,10.00,Wise-Central (VA),85,0,5,5,60,12.00,20
"
Vista Del Lago",125,1,7,6,70,8.75,Manheim Township C,85,0,5,1,40,8.00,20
"
North Babylon",145,0,8,5,90,11.25,King Middle,105,0,5,1,60,12.00,20
"
Wilmington Charter",290,1,12,3,170,13.08,Woodland,260,1,9,1,160,16.00,26
"
Northview (GA)",165,0,8,5,110,13.75,St. John's Jesuit (OH),135,2,5,3,70,10.00,20
"
Herberger",270,1,8,3,190,21.11,White Station B,245,1,9,0,140,14.00,20
"
Bellaire",215,3,6,2,120,13.33,Saline,190,2,5,2,120,17.14,20
"
Atkins Academic & Technology",215,2,7,1,120,13.33,Solon B,190,1,8,3,110,12.22,18
"
Innovation Academy C",160,0,8,2,90,11.25,Jordan,140,1,7,3,70,8.75,18
"
Savannah",175,0,8,1,100,12.50,University School (OH),155,2,5,3,90,12.86,22
"
Yukon",200,0,9,2,120,13.33,Lightridge,185,0,8,5,130,16.25,21
"
Greenwood",175,1,6,2,110,15.71,Adlai E. Stevenson A,160,1,8,5,90,10.00,22
"
Irondale",215,1,8,4,140,15.56,Henderson County (KY),200,1,8,3,120,13.33,18
"
Baton Rouge Episcopal",150,2,6,4,80,10.00,El Reno,135,1,6,0,60,8.57,23
"
Herron",210,2,7,4,130,14.44,Collierville,200,1,7,3,130,16.25,23
"
Mountain Lakes",170,2,5,4,110,15.71,Dorman,160,0,8,0,80,10.00,19
"
Orono",125,0,7,1,60,8.57,North Gwinnett,115,1,5,2,60,10.00,21
"
Wilton (OT)",255,2,9,3,150,16.67,East Brunswick,250,2,9,4,150,15.00,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Thomas Jefferson Science & Tech A (VA)",580,6,11,6,410,24.12,Baker,140,0,5,0,90,18.00,24
"
Buchholz",450,2,13,0,290,19.33,Bellarmine College Prep,90,0,4,4,70,17.50,21
"
Midtown (GA)",470,3,12,1,310,20.67,Yukon,110,0,5,4,80,16.00,20
"
Kinkaid",490,7,7,5,340,24.29,Grosse Pointe North,145,2,4,1,80,13.33,23
"
Alabama Cyber Tech",380,1,13,3,250,17.86,White Station A,75,0,4,3,50,12.50,20
"
Wando",340,0,13,4,230,17.69,D'Iberville,75,1,3,4,50,12.50,24
"
Thomas Jefferson Science & Tech C (VA)",380,2,11,2,250,19.23,Henderson A (PA),125,0,5,1,80,16.00,20
"
University Lab (IL)",380,3,8,1,260,23.64,Innovation Academy B,130,0,7,4,80,11.43,20
"
Cary Scholars",310,2,11,0,170,13.08,Atkins Academic & Technology,65,1,2,4,50,16.67,20
"
Springfield (IL)",340,0,13,0,210,16.15,Baton Rouge Episcopal,95,1,4,2,50,10.00,20
"
Chattahoochee B",345,3,9,0,210,17.50,Saint Francis,120,0,6,2,70,11.67,19
"
Benet Academy",275,1,11,4,170,14.17,Wichita Scholars,50,1,2,3,30,10.00,22
"
Maggie Walker Governor's School A",390,2,12,0,240,17.14,Homestead,175,0,6,3,130,21.67,21
"
Chenery Middle",315,2,8,3,220,22.00,Quince Orchard,100,1,5,3,50,8.33,20
"
John P. Stevens",415,4,10,1,260,18.57,Johns Creek A,210,3,5,7,150,18.75,24
"
Bellaire",355,4,9,1,210,16.15,Great Valley,150,2,3,4,110,22.00,19
"
Amador Valley",340,4,9,4,210,16.15,Batesville,140,0,5,2,100,20.00,20
"
Belmont",400,2,11,0,260,20.00,Dunbar A,210,3,3,1,140,23.33,20
"
Wilmington Charter",350,3,8,1,230,20.91,Grand Ledge,165,3,4,2,90,12.86,21
"
St. Mark's School of Texas",315,4,7,5,210,19.09,Brookline,130,2,4,2,70,11.67,20
"
Glasgow",325,1,11,2,210,17.50,Thomas Jefferson Science & Tech D (VA),140,1,6,3,80,11.43,22
"
Pensacola",235,1,11,0,110,9.17,Wise-Central (VA),55,0,4,3,30,7.50,20
