Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
White Station B",185,1,7,2,110,13.75,Rock Bridge,155,0,7,1,90,12.86,19
"
Beaconsfield Scholars",195,0,9,1,110,12.22,Solon B,170,2,5,2,100,14.29,16
"
Maggie Walker Governor's School",280,2,9,0,160,14.55,Herberger,260,1,8,1,170,18.89,21
"
Kinkaid",385,4,8,3,260,21.67,Buffalo Grove,370,8,3,2,230,20.91,24
"
Chattahoochee A",335,1,10,4,240,21.82,Freeman,320,1,10,1,210,19.09,23
"
Heights",230,0,9,2,150,16.67,Mission San Jose,215,2,7,5,140,15.56,24
"
Minnetonka",190,1,7,3,120,15.00,Irondale,175,3,5,2,90,11.25,19
"
Langley",285,3,7,4,190,19.00,William Fremd A,270,2,8,2,170,17.00,21
"
Jasper B",150,0,9,4,80,8.89,Overland Park North Scholars,135,1,8,4,60,6.67,24
"
Ridgewood B",110,1,5,1,50,8.33,East Chapel Hill B,95,0,6,3,50,8.33,15
"
Detroit Catholic Central E",195,0,9,1,110,12.22,Onalaska,185,2,6,1,100,12.50,21
"
Westview",200,2,7,2,110,12.22,Innovation Academy A,190,1,8,3,110,12.22,22
"
Greater Atlanta Christian",145,1,8,4,70,7.78,North Oconee,135,0,7,3,80,11.43,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Stanford Online",450,3,13,1,280,17.50,Grissom A,95,1,3,0,50,12.50,20
"
Hunter A",465,5,10,6,320,21.33,Thomas Jefferson Science & Tech D,130,1,5,1,70,11.67,22
"
Strake Jesuit A",510,7,8,1,330,22.00,Ladue,180,3,4,1,100,14.29,22
"
Baker",470,7,8,1,290,19.33,St. Paul Academy,140,2,4,2,80,13.33,21
"
Henderson (West Chester, PA)",390,1,14,1,240,16.00,Portsmouth,75,2,1,1,40,13.33,21
"
Christian Brothers",335,1,13,2,200,14.29,Burnsville C,55,1,2,0,20,6.67,20
"
Savannah",280,2,11,0,140,10.77,Dothan,10,0,2,4,10,5.00,22
"
Caddo Magnet",365,3,11,4,230,16.43,Innovation Academy B,105,2,3,1,50,10.00,22
"
Norfolk Academic Guild",375,4,10,5,240,17.14,Jasper A,120,0,5,2,80,16.00,20
"
William Fremd A",380,5,9,3,230,16.43,Grand Ledge,125,0,6,1,70,11.67,22
"
Richard Montgomery B",335,4,9,1,190,14.62,Leland,85,2,2,1,40,10.00,19
"
Carmel B",355,6,7,1,200,15.38,Ridgewood B,110,1,4,1,60,12.00,22
"
Hunter B",360,1,12,1,230,17.69,Heights,120,2,4,6,80,13.33,22
"
Kickapoo A",335,2,11,1,200,15.38,White Station B,95,1,4,2,50,10.00,19
"
Brunswick",340,3,12,3,190,12.67,Greenville,110,1,4,1,60,12.00,23
"
Chattahoochee C",325,3,10,2,190,14.62,Bellaire,105,2,3,1,50,10.00,19
"
Buffalo Grove",405,6,6,3,270,22.50,Chattahoochee B,210,4,4,2,120,15.00,21
"
Chattahoochee E",285,3,11,0,130,9.29,Alma Bryant,90,1,3,1,50,12.50,19
"
East Chapel Hill B",220,1,10,1,110,10.00,Franklin,25,0,2,1,10,5.00,17
"
Ridgewood A",360,6,6,2,220,18.33,Thomas Jefferson Science & Tech A,170,4,3,4,100,14.29,19
"
Carmel A",455,6,7,1,300,23.08,"Clark (Las Vegas, NV)",265,3,6,0,160,17.78,22
"
Adlai E. Stevenson A",375,3,10,2,240,18.46,"Midtown (Atlanta, GA)",190,2,6,4,120,15.00,21
"
IMSA",370,6,6,2,230,19.17,Moravian Academy,190,1,7,3,120,15.00,22
"
Westview",260,3,8,1,140,12.73,Carmel C,80,1,4,3,40,8.00,20
"
Francis Parker",320,5,7,1,180,15.00,Beaconsfield Scholars,140,3,3,3,80,13.33,19
"
Ward Melville",245,1,10,0,130,11.82,White Station C,65,0,3,5,60,20.00,18
"
Freeman",325,5,6,0,190,17.27,Edison,155,2,5,1,80,11.43,18
"
Mission San Jose",310,2,10,4,200,16.67,Hume-Fogg,145,0,7,1,80,11.43,22
"
William Fremd B",225,0,11,1,120,10.91,Herron,65,0,5,1,20,4.00,18
"
West Point",215,0,10,1,120,12.00,Jasper B,60,0,4,2,30,7.50,17
"
Onalaska",215,0,11,1,110,10.00,Lightridge B,80,0,4,0,40,10.00,20
"
International Academy Okma",195,0,8,1,120,15.00,Great Valley C,65,0,5,3,30,6.00,22
"
Thomas Jefferson Science & Tech B",380,4,9,4,250,19.23,Bellarmine College Prep,260,4,4,0,160,20.00,21
"
Minnetonka",280,2,9,0,160,14.55,North Carolina Science and Math,165,0,7,1,100,14.29,20
"
Homestead",350,3,9,1,220,18.33,Maggie Walker Governor's School,240,1,8,1,150,16.67,22
"
Stanton College Prep B",220,1,9,3,130,13.00,Thomas Jefferson Science & Tech F,110,1,5,3,60,10.00,21
"
Winston Churchill",265,4,7,1,140,12.73,Barrington B,160,3,4,3,90,12.86,18
"
Stillwater",220,3,8,1,100,9.09,Downingtown STEM,115,0,6,3,70,11.67,19
"
Adlai E. Stevenson B",280,4,6,2,170,17.00,Alabama Cyber Tech,190,1,8,3,110,12.22,21
"
Edmond North",190,1,8,1,100,11.11,Phillips Academy,100,0,5,2,60,12.00,20
"
Holy Spirit",195,0,10,1,100,10.00,Winnebago,110,0,7,0,40,5.71,21
"
Northwest Guilford",165,2,6,1,80,10.00,Greater Atlanta Christian,80,0,5,2,40,8.00,17
"
Innovation Academy A",210,2,7,2,120,13.33,Saint Agnes,130,0,7,2,70,10.00,22
"
Rock Bridge",185,1,8,2,100,11.11,"Midtown Classical (Tallahassee, FL)",105,2,4,1,40,6.67,20
"
Solon B",220,3,7,1,110,11.00,Detroit Catholic Central C,140,3,3,1,70,11.67,18
"
Thomas Jefferson Science & Tech C",275,2,9,3,170,15.45,Alexandria City,200,4,3,0,110,15.71,22
"
Lightridge A",230,2,8,0,120,12.00,Allderdice,175,2,6,3,100,12.50,20
"
Arcadia",380,7,4,1,240,21.82,Detroit Catholic Central A,330,7,4,3,200,18.18,22
"
East Brunswick",255,3,7,4,160,16.00,Grosse Pointe North,205,2,6,1,120,15.00,20
"
Athens",90,0,6,0,30,5.00,Irvin,40,0,4,0,0,0.00,21
"
Chattahoochee F",105,1,5,0,40,6.67,Burnsville B,60,0,4,2,30,7.50,18
"
Troy (Troy, MI)",265,3,7,2,160,16.00,Kinkaid,225,2,6,3,150,18.75,19
"
Overland Park North Scholars",175,0,7,1,110,15.71,Great Valley D,135,0,9,1,50,5.56,23
"
Barrington A",265,3,6,2,170,18.89,Detroit Catholic Central B,230,5,4,1,120,13.33,18
"
Burnsville A",160,1,7,1,80,10.00,Kickapoo B,125,1,7,0,40,5.00,20
"
Santa Monica",305,3,9,4,190,15.83,Saline,275,4,5,1,170,18.89,22
"
John Adams B",120,1,6,1,50,7.14,"Clarke (Westbury, NY)",90,1,4,1,40,8.00,24
"
Hoover B",230,2,8,2,130,13.00,Langley,205,3,5,4,130,16.25,19
"
Walnut Hills",210,2,7,2,120,13.33,Carlisle,185,0,8,1,110,13.75,18
"
Chattahoochee D",185,3,6,0,80,8.89,Detroit Catholic Central E,160,0,8,0,80,10.00,19
"
Stanton College Prep A",280,2,9,0,160,14.55,Chattahoochee A,260,5,3,1,160,20.00,20
"
Herberger",190,1,7,1,110,13.75,Chaska,170,5,3,3,80,10.00,18
"
Morgantown",245,2,7,3,160,17.78,St. John's,225,2,8,1,120,12.00,22
"
Detroit Catholic Central D",180,1,9,1,80,8.00,Osbourn Park,160,1,7,1,80,10.00,21
"
Hoover A (OT)",320,3,10,5,200,18.18,High Tech,305,5,6,4,190,19.00,25
"
Irondale",230,3,8,1,110,10.00,Seven Lakes,215,0,9,1,130,14.44,23
"
Wilmington Charter",260,2,9,0,140,12.73,University Lab,250,1,7,1,170,21.25,20
"
Grissom B",110,1,4,1,60,12.00,North Oconee,100,1,6,3,40,5.71,20
"
Irvington",300,4,6,0,180,18.00,Del Norte,295,3,8,0,170,15.45,21
"
Plano West A (OT)",190,3,5,1,100,12.50,Lake Highland,185,2,8,1,80,8.89,18
"
Thomas Jefferson Science & Tech E",145,1,6,4,90,12.86,Archbishop Mitty,140,2,6,2,60,7.50,22
"
Plano West B",200,2,7,2,110,12.22,Chanhassen,195,3,5,0,100,12.50,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Buffalo Grove",495,6,8,3,340,24.29,Centennial A,170,2,5,2,100,14.29,23
"
Detroit Country Day A",410,4,10,2,260,18.57,Minnetonka,115,2,4,1,50,8.33,20
"
Baker",385,5,9,2,230,16.43,Northmont A,105,2,4,1,40,6.67,20
"
Stanton College Prep B",325,1,14,0,170,11.33,LAMP,65,1,1,2,50,25.00,19
"
Solon A",410,8,6,2,240,17.14,Stanton College Prep A,160,2,4,0,90,15.00,20
"
Ladue",405,2,10,1,280,23.33,Strake Jesuit B,180,2,5,2,110,15.71,19
"
Johns Creek A",310,0,14,2,180,12.86,Onalaska,85,2,3,3,40,8.00,22
"
Detroit Catholic Central A",460,7,7,3,300,21.43,Beavercreek,250,3,5,3,170,21.25,23
"
Hunter A",445,7,6,4,300,23.08,Manheim Township A,235,3,6,4,150,16.67,23
"
Ithaca",385,6,7,1,230,17.69,Stanford Online,190,2,5,2,120,17.14,20
"
Barrington A",415,5,8,4,280,21.54,Chelsea,225,3,6,0,120,13.33,22
"
Kinkaid",360,4,8,6,250,20.83,Staples,175,1,6,2,110,15.71,21
"
Darien A",385,5,9,2,230,16.43,Hunter B,200,4,4,2,110,13.75,22
"
Savannah",250,0,11,0,140,12.73,St. Joseph Central B,65,1,3,2,30,7.50,20
"
Winston Churchill",365,2,12,1,220,15.71,Okemos,185,2,5,7,140,20.00,21
"
Freeman",355,4,8,3,230,19.17,South Burlington,175,2,6,1,90,11.25,20
"
North Oconee",255,2,9,1,140,12.73,Arab,75,0,3,1,50,16.67,21
"
Raleigh Charter",285,4,8,5,170,14.17,"Clark (Las Vegas, NV)",115,0,5,1,70,14.00,19
"
DeLaSalle",255,3,10,2,120,9.23,Overland Park North Scholars,90,1,3,1,50,12.50,22
"
Strake Jesuit A",375,4,8,1,240,20.00,Cinco Ranch A,215,1,7,2,140,17.50,20
"
Emmaus",250,1,11,1,130,10.83,Rock Bridge,100,1,5,3,50,8.33,22
"
Centennial C",235,4,5,3,140,15.56,Franklin,85,0,6,1,30,5.00,19
"
Mandarin",205,2,10,1,80,6.67,Innovation Academy B,65,1,3,4,40,10.00,19
"
Canyon Crest A",300,2,9,0,180,16.36,IMSA,170,4,3,6,110,15.71,19
"
Coalgate",210,2,9,2,100,9.09,Alma Bryant,80,1,3,1,40,10.00,18
"
Maine East",260,2,10,4,150,12.50,International Academy Okma,140,0,6,0,80,13.33,24
"
Greenhill",335,3,9,4,220,18.33,East Brunswick,220,0,8,2,150,18.75,21
"
Saint Agnes",220,1,8,1,130,14.44,Cistercian B,105,1,5,2,50,8.33,20
"
Great Valley A",320,7,5,3,180,15.00,"Troy (Troy, MI)",215,4,4,3,130,16.25,22
"
Thales Academy-Rolesville",160,1,7,1,80,10.00,Phillips Academy,55,0,4,5,40,10.00,20
"
Great Valley C",155,0,9,1,70,7.78,Eastlake,50,0,4,2,20,5.00,20
"
Christian Brothers",240,3,6,1,140,15.56,Mounds Park,140,1,6,1,70,10.00,22
"
Arcadia",410,6,6,6,290,24.17,Lambert,315,2,9,3,210,19.09,23
"
Catholic",235,3,7,2,130,13.00,Plano West B,140,0,7,2,80,11.43,20
"
Johns Creek C",155,0,9,1,70,7.78,John Adams B,65,1,3,2,30,7.50,19
"
Wilmington Charter",315,4,7,1,190,17.27,Wando A,230,1,9,3,140,14.00,23
"
Kickapoo B",185,1,9,2,90,9.00,Western Dubuque,100,0,5,0,50,10.00,20
"
North Kansas City",180,1,9,1,80,8.00,Burnsville C,100,2,5,0,20,2.86,19
"
Holton",95,0,6,1,40,6.67,Irvin,15,0,2,3,10,5.00,24
"
Allderdice",195,2,8,3,100,10.00,Ysleta,120,0,7,0,50,7.14,18
"
Troy (Fullerton, CA)",150,1,7,1,70,8.75,Dothan,75,0,5,3,40,8.00,23
"
Wayzata A",285,5,5,2,170,17.00,Hoover B,220,4,4,2,130,16.25,20
"
Wayzata E",130,0,8,2,60,7.50,Grissom B,65,0,4,1,30,7.50,20
"
Oswego East",185,2,6,1,100,12.50,Jasper B,120,0,6,0,60,10.00,19
"
Detroit Catholic Central C",205,1,9,2,110,11.00,Wayzata F,140,2,5,2,70,10.00,19
"
Wando B",115,1,5,2,60,10.00,Burnsville B,50,0,5,4,20,4.00,24
"
East Chapel Hill A",360,5,6,3,240,21.82,Ridgewood A,300,2,9,2,190,17.27,22
"
Paideia",295,2,10,1,170,14.17,Chattahoochee A,235,4,5,3,140,15.56,21
"
Thomas Jefferson Science & Tech A",380,10,2,8,250,20.83,James E. Taylor,325,1,11,0,200,16.67,24
"
Wayzata C",210,0,9,2,130,14.44,Solon B,155,3,6,4,70,7.78,23
"
Osbourn Park",165,0,6,1,110,18.33,Dutch Fork B,110,2,4,0,40,6.67,19
"
Clarke (Westbury, NY)",200,2,7,2,110,12.22,Northmont B,145,0,8,1,70,8.75,22
"
Wayzata D",150,0,7,4,100,14.29,White Station C,100,1,5,5,60,10.00,23
"
Detroit Country Day B",120,0,7,2,60,8.57,Athens,70,0,5,2,30,6.00,23
"
Detroit Catholic Central D",205,1,9,0,100,10.00,Friends Select A,160,1,7,3,90,11.25,20
"
Grand Junction A",120,0,8,4,60,7.50,Great Valley D,85,1,4,2,40,8.00,23
"
Chattahoochee F",160,0,8,0,80,10.00,Farmington Hills Mercy,130,1,5,3,80,13.33,18
"
Wade Hampton",190,1,9,3,100,10.00,Chanhassen,160,1,7,1,80,10.00,21
"
Thomas Jefferson Science & Tech B",310,3,8,3,200,18.18,Westminster A,285,4,7,1,160,14.55,22
"
Saratoga",345,6,6,1,200,16.67,Homestead,320,3,8,3,210,19.09,24
"
Carmel A",365,4,7,3,250,22.73,McLean A,345,5,6,0,210,19.09,22
"
Edgewood",160,0,6,0,100,16.67,"Midtown Classical (Tallahassee, FL)",140,1,9,3,50,5.00,19
"
Fletcher",200,2,8,2,100,10.00,Lightridge A,185,1,8,2,100,11.11,22
"
Berwick",145,1,6,2,80,11.43,Burnsville A,135,0,6,1,80,13.33,24
"
Great Valley B",175,0,10,1,80,8.00,Ridgewood B,165,1,6,2,100,14.29,19
"
Hoover A",345,7,4,2,210,19.09,Richard Montgomery A,340,5,6,3,220,20.00,22
"
Irvington",255,2,9,1,140,12.73,White Station A,250,4,6,2,140,14.00,22
"
Thomas Jefferson Science & Tech F",Forfeit, , , , , ,Flowery Branch,Forfeit, , , , , ,-
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
St. Joseph Central A",420,3,12,1,260,17.33,Irondale,60,1,2,3,40,13.33,19
"
Centennial B",395,4,9,1,250,19.23,Carlisle,65,1,2,2,40,13.33,20
"
Dunbar A",475,4,10,1,320,22.86,Chattahoochee C,170,5,2,3,90,12.86,23
"
Silver Spring Scholars B",345,3,10,0,200,15.38,Chattahoochee E,50,1,2,3,30,10.00,19
"
Del Norte",390,4,10,0,230,16.43,Canyon Crest B,115,1,3,0,70,17.50,19
"
Brunswick",430,3,12,1,270,18.00,Jesuit,160,1,5,1,100,16.67,23
"
Silver Spring Scholars A",385,10,3,3,220,16.92,Walnut Hills,145,1,5,2,90,15.00,21
"
Wilton",335,2,11,1,200,15.38,Grosse Pointe North,95,1,3,4,70,17.50,20
"
Bellaire",310,1,10,1,200,18.18,Myers Park,80,1,3,3,50,12.50,19
"
Lake Highland",305,0,13,1,180,13.85,Northfield,90,1,3,3,60,15.00,19
"
Cedar Crest",355,5,8,0,200,15.38,Francis Parker,145,2,4,1,80,13.33,20
"
Eden Prairie A",320,3,10,5,200,15.38,Edmond North,115,0,5,1,70,14.00,20
"
Thomas Jefferson Classical",335,4,7,1,210,19.09,Thomas Jefferson Science & Tech E,135,2,3,1,80,16.00,18
"
North Carolina Science and Math",255,1,9,4,170,17.00,Chattahoochee D,65,0,4,5,50,12.50,20
"
Norfolk Academic Guild",330,1,12,1,200,15.38,St. Louis Park,145,2,3,1,90,18.00,20
"
Jasper A",280,1,11,3,170,14.17,BASIS McLean,95,0,5,3,60,12.00,21
"
Ward Melville",255,0,11,3,160,14.55,Herron,80,0,4,2,50,12.50,21
"
Thomas Jefferson Science & Tech D",305,4,7,1,180,16.36,Vista Del Lago A,135,2,4,5,90,15.00,18
"
Thomas Jefferson Science & Tech C",330,2,10,2,210,17.50,Westminster B,165,3,4,4,100,14.29,21
"
Grand Ledge",330,2,9,0,210,19.09,Cinco Ranch B,165,0,7,1,100,14.29,22
"
Glasgow",375,3,9,2,250,20.83,Caddo Magnet,215,5,3,4,130,16.25,20
"
University Lab",360,5,8,1,210,16.15,Harker B,200,2,5,2,130,18.57,20
"
Greenville",225,3,7,2,120,12.00,Friends Select B,80,1,4,3,40,8.00,19
"
Seven Lakes",305,3,8,2,190,17.27,Vista Del Lago B,160,3,4,1,80,11.43,20
"
Wissahickon",305,4,6,1,190,19.00,St. Paul Academy,165,2,6,1,80,10.00,21
"
Carmel C",235,0,10,3,150,15.00,East Grand Rapids,95,2,4,3,40,6.67,21
"
Bellarmine College Prep",330,6,6,2,190,15.83,Copley,195,4,4,3,110,13.75,21
"
Livingston",330,4,7,0,200,18.18,Morgantown,195,4,3,1,110,15.71,19
"
William Fremd B",285,2,10,1,160,13.33,Leland,150,1,5,3,100,16.67,20
"
Westview",290,1,10,1,180,16.36,Hopkins,165,2,4,3,110,18.33,20
"
Mira Loma",340,5,6,1,210,19.09,Santa Monica,220,4,3,2,140,20.00,18
"
Alabama Cyber Tech",290,2,9,4,190,17.27,Macomb,170,2,5,2,100,14.29,22
"
Champlain Valley",265,1,10,2,160,14.55,Heights,150,1,5,5,110,18.33,21
"
Detroit Catholic Central B",275,3,8,2,160,14.55,Hewitt-Trussville,160,0,7,4,110,15.71,20
"
Downingtown STEM",290,2,10,2,170,14.17,Holy Spirit,175,0,6,1,120,20.00,21
"
William Fremd A",345,3,8,2,230,20.91,Southside A,235,5,3,4,150,18.75,20
"
Dutch Fork A",295,2,10,1,170,14.17,Alexandria City,185,1,6,2,120,17.14,20
"
Greater Atlanta Christian",185,1,9,4,100,10.00,Lightridge B,75,0,4,1,40,10.00,20
"
Lake Braddock",265,4,8,1,130,10.83,Innovation Academy A,160,2,4,0,90,15.00,21
"
Chattahoochee B",305,3,9,4,190,15.83,Southside B,205,2,6,1,120,15.00,21
"
Maggie Walker Governor's School",270,2,8,2,170,17.00,Benet Academy,170,2,5,2,100,14.29,20
"
Dunbar B",315,4,7,1,190,17.27,Plano West A,215,1,7,0,130,16.25,20
"
Adlai E. Stevenson A",410,4,8,2,280,23.33,High Tech,315,5,7,2,180,15.00,24
"
Manheim Township B",195,0,8,1,120,15.00,Chaska,100,1,4,3,60,12.00,16
"
Langley",255,6,4,5,150,15.00,Johns Creek B,165,1,7,2,90,11.25,20
"
East Chapel Hill B",185,0,9,3,110,12.22,Winnebago,110,1,5,3,60,10.00,19
"
Beaconsfield Scholars",265,0,10,1,170,17.00,Eden Prairie B,195,1,7,0,110,13.75,19
"
Mission San Jose",290,2,9,2,180,16.36,Harker A,235,5,3,0,130,16.25,21
"
Wayzata B",285,2,9,3,180,16.36,Moravian Academy,230,0,9,2,150,16.67,20
"
Edison",250,3,7,5,160,16.00,Cistercian C,195,3,6,0,90,10.00,24
"
Chamblee Charter",235,0,9,1,150,16.67,Carmel B,180,1,6,3,120,17.14,18
"
John Adams A",175,1,7,0,90,11.25,Northwest Guilford,120,0,6,2,70,11.67,22
"
Stillwater",260,1,9,1,160,16.00,Central Hardin,210,1,7,3,140,17.50,20
"
White Station B",205,2,6,1,120,15.00,Weston,155,3,3,2,90,15.00,19
"
Detroit Catholic Central E",190,2,7,0,90,10.00,St. Vincent-St. Mary,150,1,5,1,90,15.00,17
"
Grand Junction B",185,1,8,0,90,10.00,St. John's,145,1,5,2,90,15.00,18
"
North Gwinnett",240,0,9,0,150,16.67,Herberger,205,2,6,3,130,16.25,18
"
Barrington B",295,4,6,1,180,18.00,McLean B,265,0,9,1,180,20.00,22
"
Providence",280,2,8,4,190,19.00,Grissom A,250,0,10,0,150,15.00,23
"
Hume-Fogg (OT)",250,0,13,0,120,12.00,Cistercian A,220,1,7,3,150,18.75,22
"
Loyola Academy",210,2,6,0,120,15.00,Archbishop Mitty,180,2,6,2,100,12.50,18
"
Adlai E. Stevenson B",260,3,7,5,170,17.00,Carbondale,235,2,8,1,130,13.00,21
"
Sparkman",215,1,8,2,130,14.44,West Point,195,1,7,2,120,15.00,21
"
Richard Montgomery B",340,4,7,0,210,19.09,"Midtown (Atlanta, GA)",325,5,5,4,220,22.00,22
"
Henderson County (Henderson, KY)",235,1,9,4,150,15.00,"Henderson (West Chester, PA)",220,0,9,2,140,15.56,22
"
Decatur",225,4,5,1,120,13.33,Kickapoo A,210,1,8,3,130,14.44,20
"
Wayzata G",140,1,7,3,70,8.75,Portsmouth,125,1,5,2,70,11.67,21
"
Saline",240,2,7,2,150,16.67,Darien B,235,2,7,3,150,16.67,21
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Hunter A",555,8,8,1,360,22.50,Ladue,140,3,2,1,80,16.00,22
"
Ridgewood A",485,3,12,2,330,22.00,Ithaca,110,0,4,2,80,20.00,20
"
Darien B",360,1,13,1,220,15.71,Onalaska,55,0,3,3,40,13.33,19
"
Harker A",365,4,9,1,220,16.92,Stanton College Prep B,115,0,5,1,70,14.00,18
"
Detroit Country Day A",410,2,12,2,270,19.29,Wilmington Charter,170,0,7,2,110,15.71,23
"
Irvington",335,3,10,4,210,16.15,Paideia,100,0,5,2,60,12.00,19
"
Stanford Online",355,1,12,2,230,17.69,William Fremd B,120,0,6,4,80,13.33,21
"
Francis Parker",270,2,10,4,160,13.33,Berwick,70,2,1,0,30,10.00,20
"
Jesuit",335,2,10,1,210,17.50,Catholic,145,1,6,2,80,11.43,20
"
Mounds Park",275,2,9,1,160,14.55,Innovation Academy B,85,0,4,1,50,12.50,22
"
Chanhassen",210,0,9,2,130,14.44,Holton,25,0,3,1,0,0.00,21
"
Richard Montgomery A",430,6,8,0,260,18.57,Saratoga,250,3,5,3,170,21.25,23
"
Lambert",415,7,6,0,250,19.23,Hoover A,245,3,6,4,160,17.78,24
"
Archbishop Mitty",230,1,9,3,140,14.00,Kickapoo B,65,0,5,1,20,4.00,20
"
Cinco Ranch B",280,1,11,3,170,14.17,Osbourn Park,115,0,6,3,70,11.67,20
"
Cistercian B",195,0,10,1,100,10.00,Great Valley C,30,0,2,4,30,15.00,18
"
Johns Creek A",235,0,10,3,150,15.00,Mandarin,75,0,4,1,40,10.00,17
"
Alexandria City",265,2,9,1,150,13.64,Allderdice,105,1,6,4,50,7.14,23
"
Burnsville A",235,0,11,1,130,11.82,Vista Del Lago B,80,0,6,4,40,6.67,22
"
Thomas Jefferson Science & Tech A",410,5,7,1,270,22.50,Wayzata A,260,5,4,3,160,17.78,21
"
Friends Select A",215,1,9,0,110,11.00,Friends Select B,70,0,5,2,30,6.00,21
"
Lightridge A",205,1,10,0,90,8.18,Johns Creek C,65,0,3,1,40,13.33,20
"
Weston",245,0,10,1,150,15.00,Chattahoochee F,115,1,4,2,70,14.00,18
"
Saint Agnes",225,1,10,2,120,10.91,Edmond North,110,0,5,2,70,14.00,18
"
Midtown Classical (Tallahassee, FL)",210,4,5,4,120,13.33,"Clarke (Westbury, NY)",95,0,4,1,60,15.00,22
"
Morgantown",255,0,10,3,170,17.00,Emmaus,145,1,6,2,80,11.43,19
"
Rock Bridge",220,2,8,4,130,13.00,Wayzata E,110,0,6,2,60,10.00,20
"
Burnsville B",145,0,7,1,80,11.43,Irvin,35,0,3,1,10,3.33,23
"
Strake Jesuit A",355,4,8,3,230,19.17,Solon A,250,3,6,3,160,17.78,21
"
White Station B",235,0,10,3,150,15.00,Hopkins,135,1,5,4,90,15.00,20
"
Eastlake",170,0,9,0,80,8.89,Great Valley D,70,0,4,0,30,7.50,19
"
Irondale",220,0,9,2,140,15.56,Christian Brothers,130,0,5,2,90,18.00,19
"
Coalgate",200,1,8,1,110,12.22,Northwest Guilford,110,1,5,3,60,10.00,24
"
Franklin",185,0,8,1,110,13.75,"Troy (Fullerton, CA)",95,1,4,0,40,8.00,24
"
Ridgewood B",145,0,9,1,60,6.67,John Adams B,55,0,4,1,20,5.00,21
"
Carmel A",380,4,8,2,250,20.83,Detroit Catholic Central A,295,2,7,1,200,22.22,22
"
Alma Bryant",185,0,9,1,100,11.11,Burnsville C,100,0,5,2,60,12.00,19
"
Troy (Troy, MI)",265,1,9,0,160,16.00,Freeman,185,2,5,3,120,17.14,17
"
Oswego East",200,0,8,2,130,16.25,Northfield,130,1,6,1,60,8.57,21
"
Portsmouth",165,0,7,3,110,15.71,Thomas Jefferson Science & Tech F,100,1,4,3,60,12.00,22
"
BASIS McLean",155,0,8,3,90,11.25,North Kansas City,90,0,6,2,40,6.67,18
"
Edgewood",160,1,5,1,100,16.67,East Grand Rapids,95,0,5,1,50,10.00,20
"
Arab",130,0,8,0,50,6.25,Athens,65,0,4,1,30,7.50,21
"
Maine East",210,0,9,2,130,14.44,DeLaSalle,150,1,6,1,80,11.43,19
"
Barrington A",355,5,6,2,230,20.91,Thomas Jefferson Science & Tech B,300,4,6,4,200,20.00,21
"
Stanton College Prep A",360,4,9,2,220,16.92,Buffalo Grove,310,4,5,2,210,23.33,24
"
Eden Prairie B",180,1,6,1,110,15.71,Solon B,130,0,8,4,70,8.75,21
"
Great Valley B",205,1,8,2,120,13.33,Holy Spirit,165,0,8,1,90,11.25,18
"
Plano West B",190,0,9,2,110,12.22,Macomb,150,2,6,2,70,8.75,21
"
Innovation Academy A",175,1,6,2,110,15.71,Wayzata D,140,0,7,2,80,11.43,18
"
Overland Park North Scholars",165,0,9,1,80,8.89,White Station C,130,0,7,2,70,10.00,20
"
East Chapel Hill A",335,2,9,1,220,20.00,Great Valley A,305,5,5,4,200,20.00,21
"
Carbondale",170,0,9,2,90,10.00,Wayzata C,145,0,7,1,80,11.43,20
"
Kinkaid",275,3,6,2,180,20.00,Canyon Crest A,255,3,7,2,150,15.00,20
"
International Academy Okma",150,0,6,2,100,16.67,Western Dubuque,130,1,6,1,60,8.57,22
"
Jasper B",110,0,6,2,60,10.00,Grand Junction A,90,1,5,1,30,5.00,21
"
Beavercreek",325,4,8,1,190,15.83,Baker,310,5,5,3,200,20.00,22
"
Raleigh Charter",225,1,9,4,140,14.00,Winston Churchill,210,2,7,4,130,14.44,22
"
Chattahoochee D",140,0,9,2,60,6.67,Fletcher,125,1,5,2,70,11.67,22
"
Wade Hampton",170,1,8,1,80,8.89,Chaska,155,0,7,1,90,12.86,19
"
Greenhill",325,2,8,1,220,22.00,McLean A,315,3,7,0,200,20.00,20
"
Detroit Catholic Central C",210,0,9,2,130,14.44,Myers Park,200,2,7,0,100,11.11,20
"
Wando B",100,1,6,1,30,4.29,Wayzata F,90,0,5,2,50,10.00,20
"
Dutch Fork B",115,1,6,2,50,7.14,St. Joseph Central B,105,0,5,1,60,12.00,20
"
Detroit Country Day B",130,0,7,0,60,8.57,Farmington Hills Mercy,120,0,8,0,40,5.00,19
"
Grissom B",105,0,5,3,70,14.00,Ysleta,95,0,7,3,40,5.71,20
"
Chattahoochee E",110,0,7,2,50,7.14,Centennial C,105,0,6,3,60,10.00,21
"
Phillips Academy",Forfeit, , , , , ,Flowery Branch,Forfeit, , , , , ,-
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
